2018-01-28 15:19:30,650 [INFO] generate_init: Initializing new configuration
2018-01-28 15:19:30,654 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 2, capacity 0.364061719752, view_radius 0.812893929109, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,654 [INFO] src.agent_originaltypes: Created an agent with location [5 2], type 0, capacity 0.34439540512, view_radius 0.793183500593, view_angle 0.783576343882 in standard ranges
2018-01-28 15:19:30,655 [INFO] src.agent_originaltypes: Created an agent with location [9 0], type 2, capacity 0.323177515944, view_radius 0.485654836126, view_angle 0.892544548653 in standard ranges
2018-01-28 15:19:30,769 [INFO] generate_init: Finished creating arena and agents. One item consumed due to overlap. Current item count is 19
2018-01-28 15:19:30,770 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.1, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,770 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.101803607214, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,771 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.103607214429, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,771 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.105410821643, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,771 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.107214428858, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,772 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.109018036072, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,772 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.110821643287, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,773 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.112625250501, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,773 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.114428857715, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,774 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.11623246493, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,774 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.118036072144, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,774 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.119839679359, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,775 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.121643286573, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,775 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.123446893788, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,776 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.125250501002, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,776 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.127054108216, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,776 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.128857715431, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,777 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.130661322645, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,777 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.13246492986, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,778 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.134268537074, view_angle 0.271509377059 in standard ranges
2018-01-28 15:19:30,778 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.364061719752, view_radius 0.136072144289, view_angle 0.271509377059 in standard ranges
