2018-02-07 19:36:42,454 [INFO] __main__: Logging configuration of the file
2018-02-07 19:36:42,456 [INFO] __main__: LOGGING_CONFIG
2018-02-07 19:36:42,459 [INFO] generate_init: Initializing new configuration
2018-02-07 19:36:42,461 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 1, capacity 0.414094247476, view_radius 0.294299173094, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,461 [INFO] src.agent_originaltypes: Created an agent with location [3 6], type 2, capacity 0.428184232441, view_radius 0.483799783903, view_angle 0.177824005217 in standard ranges
2018-02-07 19:36:42,461 [INFO] src.agent_originaltypes: Created an agent with location [9 4], type 1, capacity 0.198052906789, view_radius 0.742825937124, view_angle 0.382667586694 in standard ranges
2018-02-07 19:36:42,580 [INFO] generate_init: Finished creating arena and agents. One item consumed due to overlap. Current item count is 20
2018-02-07 19:36:42,580 [INFO] src.ABU_estimator_noapproximation: Calling parent ABU via inheritance. This is ABU_noapproximation
2018-02-07 19:36:42,580 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.1, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,581 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.131034482759, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,581 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.162068965517, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,582 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.193103448276, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,582 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.224137931034, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,582 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.255172413793, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,583 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.286206896552, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,583 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.31724137931, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,583 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.348275862069, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,583 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.379310344828, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,584 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.410344827586, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,584 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.441379310345, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,584 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.472413793103, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,584 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.503448275862, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,585 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.534482758621, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,585 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.565517241379, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,585 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.596551724138, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,585 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.627586206897, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,586 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.658620689655, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,586 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.689655172414, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,586 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.720689655172, view_angle 0.488834037729 in standard ranges
2018-02-07 19:36:42,587 [INFO] src.agent_originaltypes: Created an agent with location [1 3], type 0, capacity 0.414094247476, view_radius 0.751724137931, view_angle 0.488834037729 in standard ranges
