2018-02-07 20:22:18,557 [INFO] generate_init: Initializing new configuration
2018-02-07 20:22:18,565 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 2, capacity 0.124770605722, view_radius 0.53150028679, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,566 [INFO] src.agent_originaltypes: Created an agent with location [2 3], type 1, capacity 0.225773848553, view_radius 0.286296770489, view_angle 0.403482583395 in standard ranges
2018-02-07 20:22:18,567 [INFO] src.agent_originaltypes: Created an agent with location [6 7], type 2, capacity 0.21619137112, view_radius 0.72609433362, view_angle 0.349701275324 in standard ranges
2018-02-07 20:22:18,670 [INFO] generate_init: Finished creating arena and agents. One item consumed due to overlap. Current item count is 18
2018-02-07 20:22:18,671 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.124770605722, view_radius 0.1, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,671 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.124770605722, view_radius 0.2, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,671 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.124770605722, view_radius 0.3, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,672 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.124770605722, view_radius 0.4, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,672 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.124770605722, view_radius 0.5, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,672 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.124770605722, view_radius 0.6, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,672 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.124770605722, view_radius 0.7, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,673 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.124770605722, view_radius 0.8, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,673 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.124770605722, view_radius 0.9, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,673 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 0, capacity 0.124770605722, view_radius 1.0, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,673 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 1, capacity 0.124770605722, view_radius 0.1, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,674 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 1, capacity 0.124770605722, view_radius 0.2, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,674 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 1, capacity 0.124770605722, view_radius 0.3, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,674 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 1, capacity 0.124770605722, view_radius 0.4, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,674 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 1, capacity 0.124770605722, view_radius 0.5, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,675 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 1, capacity 0.124770605722, view_radius 0.6, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,675 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 1, capacity 0.124770605722, view_radius 0.7, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,675 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 1, capacity 0.124770605722, view_radius 0.8, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,676 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 1, capacity 0.124770605722, view_radius 0.9, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,676 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 1, capacity 0.124770605722, view_radius 1.0, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,676 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 2, capacity 0.124770605722, view_radius 0.1, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,677 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 2, capacity 0.124770605722, view_radius 0.2, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,677 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 2, capacity 0.124770605722, view_radius 0.3, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,677 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 2, capacity 0.124770605722, view_radius 0.4, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,677 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 2, capacity 0.124770605722, view_radius 0.5, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,678 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 2, capacity 0.124770605722, view_radius 0.6, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,679 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 2, capacity 0.124770605722, view_radius 0.7, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,680 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 2, capacity 0.124770605722, view_radius 0.8, view_angle 0.231486421504 in standard ranges
2018-02-07 20:22:18,681 [INFO] src.agent_originaltypes: Created an agent with location [9 8], type 2, capacity 0.124770605722, view_radius 0.9, view_angle 0.231486421504 in standard ranges
