2018-02-07 17:49:40,768 [INFO] __main__: Logging configuration of the file
2018-02-07 17:49:40,777 [INFO] __main__: LOGGING_CONFIG
2018-02-07 17:49:40,785 [INFO] generate_init: Initializing new configuration
2018-02-07 17:49:40,792 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 2, capacity 0.172816570957, view_radius 0.626330796898, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,793 [INFO] src.agent_originaltypes: Created an agent with location [9 3], type 1, capacity 0.30180578377, view_radius 0.272793821995, view_angle 0.355086852188 in standard ranges
2018-02-07 17:49:40,794 [INFO] src.agent_originaltypes: Created an agent with location [2 5], type 1, capacity 0.329752129522, view_radius 0.752254210902, view_angle 0.760346973765 in standard ranges
2018-02-07 17:49:40,923 [INFO] generate_init: Finished creating arena and agents. One item consumed due to overlap. Current item count is 20
2018-02-07 17:49:40,923 [INFO] src.ABU_estimator_noapproximation: Calling parent ABU via inheritance. This is ABU_noapproximation
2018-02-07 17:49:40,924 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.1, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,924 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.103010033445, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,925 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.10602006689, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,925 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.109030100334, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,926 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.112040133779, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,926 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.115050167224, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,926 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.118060200669, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,927 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.121070234114, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,927 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.124080267559, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,928 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.127090301003, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,928 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.130100334448, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,928 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.133110367893, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,929 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.136120401338, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,929 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.139130434783, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,930 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.142140468227, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,930 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.145150501672, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,930 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.148160535117, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,931 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.151170568562, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,931 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.154180602007, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,932 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.157190635452, view_angle 0.523874183905 in standard ranges
2018-02-07 17:49:40,932 [INFO] src.agent_originaltypes: Created an agent with location [2 4], type 0, capacity 0.172816570957, view_radius 0.160200668896, view_angle 0.523874183905 in standard ranges
