2018-01-29 18:08:54,202 [INFO] __main__: Logging configuration of the file
2018-01-29 18:08:54,204 [INFO] __main__: LOGGING_CONFIG
2018-01-29 18:08:54,206 [INFO] generate_init: Initializing new configuration
2018-01-29 18:08:54,208 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 1, capacity 0.36766858924, view_radius 0.294379083618, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,209 [INFO] src.agent_originaltypes: Created an agent with location [2 3], type 2, capacity 0.263638455671, view_radius 0.77826279133, view_angle 0.545389280515 in standard ranges
2018-01-29 18:08:54,209 [INFO] src.agent_originaltypes: Created an agent with location [2 7], type 1, capacity 0.448320073311, view_radius 0.443161150179, view_angle 0.584497161561 in standard ranges
2018-01-29 18:08:54,329 [INFO] generate_init: Finished creating arena and agents. One item consumed due to overlap. Current item count is 18
2018-01-29 18:08:54,330 [INFO] src.ABU_estimator_noapproximation: Calling parent ABU via inheritance. This is ABU_noapproximation
2018-01-29 18:08:54,330 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.1, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,331 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.103010033445, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,331 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.10602006689, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,331 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.109030100334, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,331 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.112040133779, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,332 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.115050167224, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,332 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.118060200669, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,332 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.121070234114, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,332 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.124080267559, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,333 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.127090301003, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,333 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.130100334448, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,333 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.133110367893, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,333 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.136120401338, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,334 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.139130434783, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,334 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.142140468227, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,334 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.145150501672, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,335 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.148160535117, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,335 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.151170568562, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,335 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.154180602007, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,335 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.157190635452, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,336 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.160200668896, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,336 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.163210702341, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,336 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.166220735786, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,336 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.169230769231, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,337 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.172240802676, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,337 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.17525083612, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,337 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.178260869565, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,337 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.18127090301, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,338 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.184280936455, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,338 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.1872909699, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,338 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.190301003344, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,339 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.193311036789, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,339 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.196321070234, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,339 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.199331103679, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,339 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.202341137124, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,340 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.205351170569, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,340 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.208361204013, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,340 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.211371237458, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,340 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.214381270903, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,341 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.217391304348, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,341 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.220401337793, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,341 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.223411371237, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,342 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.226421404682, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,342 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.229431438127, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,342 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.232441471572, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,342 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.235451505017, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,342 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.238461538462, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,343 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.241471571906, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,343 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.244481605351, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,343 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.247491638796, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,344 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.250501672241, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,344 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.253511705686, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,344 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.25652173913, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,344 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.259531772575, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,344 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.26254180602, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,345 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.265551839465, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,345 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.26856187291, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,345 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.271571906355, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,345 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.274581939799, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,346 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.277591973244, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,346 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.280602006689, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,346 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.283612040134, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,346 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.286622073579, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,347 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.289632107023, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,347 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.292642140468, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,347 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.295652173913, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,348 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.298662207358, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,348 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.301672240803, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,348 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.304682274247, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,348 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.307692307692, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,348 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.310702341137, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,349 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.313712374582, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,349 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.316722408027, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,349 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.319732441472, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,350 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.322742474916, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,350 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.325752508361, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,350 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.328762541806, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,350 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.331772575251, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,350 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.334782608696, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,351 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.33779264214, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,351 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.340802675585, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,351 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.34381270903, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,352 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.346822742475, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,352 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.34983277592, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,352 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.352842809365, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,352 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.355852842809, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,352 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.358862876254, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,353 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.361872909699, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,353 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.364882943144, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,353 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.367892976589, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,353 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.370903010033, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,354 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.373913043478, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,354 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.376923076923, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,354 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.379933110368, view_angle 0.679047012708 in standard ranges
2018-01-29 18:08:54,354 [INFO] src.agent_originaltypes: Created an agent with location [0 4], type 0, capacity 0.36766858924, view_radius 0.382943143813, view_angle 0.679047012708 in standard ranges
