2018-01-26 15:49:08,955 [INFO] generate_init: Initializing new configuration
2018-01-26 15:49:08,957 [INFO] src.agent_originaltypes: Created an agent with location [0 9], type 0, capacity 0.140143225351, view_radius 0.789074254685, view_angle 0.49900241587 in standard ranges
2018-01-26 15:49:08,958 [INFO] src.agent_originaltypes: Created an agent with location [4 7], type 2, capacity 0.480690562063, view_radius 0.721567280018, view_angle 0.280696890685 in standard ranges
2018-01-26 15:49:08,958 [INFO] src.agent_originaltypes: Created an agent with location [2 8], type 1, capacity 0.419183972537, view_radius 0.458866139953, view_angle 0.742532824428 in standard ranges
2018-01-26 15:49:09,052 [INFO] generate_init: Finished creating arena and agents. One item consumed due to overlap. Current item count is 20
2018-01-26 15:49:09,053 [INFO] src.agent_originaltypes: Created an agent with location [0 9], type 0, capacity 0.140143225351, view_radius 0.1, view_angle 0.49900241587 in standard ranges
2018-01-26 15:49:09,053 [INFO] src.agent_originaltypes: Created an agent with location [0 9], type 0, capacity 0.140143225351, view_radius 0.2, view_angle 0.49900241587 in standard ranges
2018-01-26 15:49:09,053 [INFO] src.agent_originaltypes: Created an agent with location [0 9], type 0, capacity 0.140143225351, view_radius 0.3, view_angle 0.49900241587 in standard ranges
2018-01-26 15:49:09,054 [INFO] src.agent_originaltypes: Created an agent with location [0 9], type 0, capacity 0.140143225351, view_radius 0.4, view_angle 0.49900241587 in standard ranges
2018-01-26 15:49:09,054 [INFO] src.agent_originaltypes: Created an agent with location [0 9], type 0, capacity 0.140143225351, view_radius 0.5, view_angle 0.49900241587 in standard ranges
2018-01-26 15:49:09,054 [INFO] src.agent_originaltypes: Created an agent with location [0 9], type 0, capacity 0.140143225351, view_radius 0.6, view_angle 0.49900241587 in standard ranges
2018-01-26 15:49:09,055 [INFO] src.agent_originaltypes: Created an agent with location [0 9], type 0, capacity 0.140143225351, view_radius 0.7, view_angle 0.49900241587 in standard ranges
2018-01-26 15:49:09,055 [INFO] src.agent_originaltypes: Created an agent with location [0 9], type 0, capacity 0.140143225351, view_radius 0.8, view_angle 0.49900241587 in standard ranges
2018-01-26 15:49:09,055 [INFO] src.agent_originaltypes: Created an agent with location [0 9], type 0, capacity 0.140143225351, view_radius 0.9, view_angle 0.49900241587 in standard ranges
