2018-01-27 16:07:24,685 [INFO] generate_init: Initializing new configuration
2018-01-27 16:07:24,687 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 2, capacity 0.148345442807, view_radius 0.488009316051, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,688 [INFO] src.agent_originaltypes: Created an agent with location [3 5], type 1, capacity 0.109217109082, view_radius 0.360369855641, view_angle 0.546012210063 in standard ranges
2018-01-27 16:07:24,688 [INFO] src.agent_originaltypes: Created an agent with location [2 0], type 2, capacity 0.125276783386, view_radius 0.678031285136, view_angle 0.414314980974 in standard ranges
2018-01-27 16:07:24,782 [INFO] generate_init: Finished creating arena and agents. One item consumed due to overlap. Current item count is 20
2018-01-27 16:07:24,782 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.1, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,783 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.101803607214, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,783 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.103607214429, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,783 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.105410821643, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,783 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.107214428858, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,784 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.109018036072, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,784 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.110821643287, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,784 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.112625250501, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,785 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.114428857715, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,785 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.11623246493, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,785 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.118036072144, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,786 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.119839679359, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,786 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.121643286573, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,786 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.123446893788, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,787 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.125250501002, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,787 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.127054108216, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,787 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.128857715431, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,788 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.130661322645, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,788 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.13246492986, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,788 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.134268537074, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,788 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.136072144289, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,789 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.137875751503, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,789 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.139679358717, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,789 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.141482965932, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,790 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.143286573146, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,790 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.145090180361, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,790 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.146893787575, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,791 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.14869739479, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,791 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.150501002004, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,791 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.152304609218, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,791 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.154108216433, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,792 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.155911823647, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,792 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.157715430862, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,792 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.159519038076, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,793 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.161322645291, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,793 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.163126252505, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,793 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.164929859719, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,794 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.166733466934, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,794 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.168537074148, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,794 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.170340681363, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,795 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.172144288577, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,795 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.173947895792, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,795 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.175751503006, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,795 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.17755511022, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,796 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.179358717435, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,796 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.181162324649, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,796 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.182965931864, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,797 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.184769539078, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,797 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.186573146293, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,797 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.188376753507, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,798 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.190180360721, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,798 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.191983967936, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,798 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.19378757515, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,799 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.195591182365, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,799 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.197394789579, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,799 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.199198396794, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,800 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.201002004008, view_angle 0.735794929661 in standard ranges
2018-01-27 16:07:24,800 [INFO] src.agent_originaltypes: Created an agent with location [1 4], type 0, capacity 0.148345442807, view_radius 0.202805611222, view_angle 0.735794929661 in standard ranges
